"3";"-128419855";"34";"1.0";"27689638";"0";"0272";"8622";"2021-05-10 05:23:20";"2021-05-10 07:28:25";"1";"";"";"0";"17";"30100";"0";"1";"2021-05-10"
"3";"128419875";"1";"46.0";"27689638";"8949224";"0272";"8622";"2021-05-10 07:28:25";"2021-05-10 07:28:27";"1";"";"";"2021100501029760";"17";"30100";"0";"1";"2021-05-10"
"3";"128419876";"2";"92.0";"27689638";"8949224";"0272";"8622";"2021-05-10 07:28:27";"1900-01-01 00:00:00";"1";"";"";"2021100501029760";"17";"30100";"0";"1";"2021-05-10"
"3";"-128419857";"34";"1.0";"27689639";"0";"3814";"8622";"2021-05-10 05:23:13";"2021-05-10 10:28:28";"1";"";"";"0";"13";"30100";"0";"1";"2021-05-10"
"3";"128419877";"1";"46.0";"27689639";"8949225";"3814";"8622";"2021-05-10 10:28:28";"2021-05-10 10:28:29";"1";"";"";"2021100501029761";"13";"30100";"0";"1";"2021-05-10"
"3";"128419878";"2";"91.0";"27689639";"8949225";"3814";"8622";"2021-05-10 10:28:29";"1900-01-01 00:00:00";"1";"";"";"2021100501029761";"13";"30100";"0";"1";"2021-05-10"
"3";"-128419860";"34";"1.0";"27689640";"0";"3810";"8622";"2021-05-10 05:25:16";"2021-05-10 10:28:30";"1";"";"";"0";"13";"52000";"0";"1";"2021-05-10"
"3";"128419880";"1";"46.0";"27689640";"8949226";"3810";"8622";"2021-05-10 10:28:30";"2021-05-10 10:28:32";"1";"";"";"2021100501029762";"13";"52000";"0";"1";"2021-05-10"
"3";"128419882";"2";"91.0";"27689640";"8949226";"3810";"8622";"2021-05-10 10:28:32";"2021-05-10 11:38:32";"1";"";"";"2021100501029762";"13";"52000";"0";"1";"2021-05-10"
"3";"128424191";"5";"91.0";"27689640";"8949226";"3810";"313";"2021-05-10 11:38:32";"2021-05-10 11:38:37";"1";"";"";"2021100501029762";"13";"52000";"0";"1";"2021-05-10"
"3";"128424191";"5";"91.0";"27689640";"8949226";"3810";"313";"2021-05-10 11:38:32";"2021-05-10 11:38:37";"1";"";"";"2021100501029762";"13";"52000";"0";"1";"2021-05-10"
"3";"128424191";"5";"91.0";"27689640";"8949226";"3810";"313";"2021-05-10 11:38:32";"2021-05-10 11:38:37";"1";"";"";"2021100501029762";"13";"52000";"0";"1";"2021-05-10"
"3";"128424198";"2";"76.0";"27689640";"8949226";"3810";"313";"2021-05-10 11:38:37";"2021-05-10 11:38:41";"1";"";"";"2021100501029762";"13";"52000";"0";"1";"2021-05-10"
"3";"128424198";"2";"76.0";"27689640";"8949226";"3810";"313";"2021-05-10 11:38:37";"2021-05-10 11:38:41";"1";"";"";"2021100501029762";"13";"52000";"0";"1";"2021-05-10"
"3";"128424204";"2";"95.0";"27689640";"8949226";"3810";"313";"2021-05-10 11:38:41";"2021-05-10 11:38:45";"1";"";"";"2021100501029762";"13";"52000";"0";"1";"2021-05-10"
"3";"128424204";"2";"95.0";"27689640";"8949226";"3810";"313";"2021-05-10 11:38:41";"2021-05-10 11:38:45";"1";"";"";"2021100501029762";"13";"52000";"0";"1";"2021-05-10"
"3";"128424204";"2";"95.0";"27689640";"8949226";"3810";"313";"2021-05-10 11:38:41";"2021-05-10 11:38:45";"1";"";"";"2021100501029762";"13";"52000";"0";"1";"2021-05-10"
"3";"128424212";"2";"125.0";"27689640";"8949226";"3810";"313";"2021-05-10 11:38:45";"2021-05-10 11:39:39";"1";"";"";"2021100501029762";"13";"52000";"0";"1";"2021-05-10"
"3";"128424212";"2";"125.0";"27689640";"8949226";"3810";"313";"2021-05-10 11:38:45";"2021-05-10 11:39:39";"1";"";"";"2021100501029762";"13";"52000";"0";"1";"2021-05-10"
"3";"128424305";"7";"19.0";"27689640";"8949226";"3810";"313";"2021-05-10 11:39:39";"1900-01-01 00:00:00";"1";"";"";"2021100501029762";"13";"52000";"0";"1";"2021-05-10"
"3";"-128419863";"34";"1.0";"27689641";"0";"5410";"8622";"2021-05-10 05:23:16";"2021-05-10 09:28:33";"1";"";"";"0";"21";"35100";"0";"1";"2021-05-10"
"3";"-128419863";"34";"1.0";"27689641";"0";"5410";"8622";"2021-05-10 05:23:16";"2021-05-10 09:28:33";"1";"";"";"0";"21";"35100";"0";"1";"2021-05-10"
"3";"-128419863";"34";"1.0";"27689641";"0";"5410";"8622";"2021-05-10 05:23:16";"2021-05-10 09:28:33";"1";"";"";"0";"21";"35100";"0";"1";"2021-05-10"
"3";"128419883";"1";"46.0";"27689641";"8949227";"5410";"8622";"2021-05-10 09:28:33";"2021-05-10 09:28:34";"1";"";"";"2021100501029763";"21";"35100";"0";"1";"2021-05-10"
"3";"128419883";"1";"46.0";"27689641";"8949227";"5410";"8622";"2021-05-10 09:28:33";"2021-05-10 09:28:34";"1";"";"";"2021100501029763";"21";"35100";"0";"1";"2021-05-10"
